Treatment/Control,Year,Array,Tube,z,Date,Length (cm),Width (cm),Volume (cm3),Set
Control,1,2,1,1,14/07/2017,0.33469,0.026963918,0.000191116527787,4
Control,1,2,1,1,14/07/2017,0.09071,0.025848798,4.76020204797878E-05,4
Control,1,2,1,1,14/07/2017,0.06223,0.026975208,3.5564681175234E-05,4
Control,1,2,1,1,14/07/2017,0.19075,0.023786442,8.47643098869809E-05,4
Control,1,2,1,1,14/07/2017,0.23008,0.023234213,9.75493356715102E-05,4
Control,1,2,1,1,14/07/2017,0.93403,0.033140279,0.00080568014418,4
Control,1,2,1,1,14/07/2017,1.20993,0.056353985,0.003017859548108,4
Control,1,2,1,1,14/07/2017,0.55148,0.031312707,0.000424678729973,4
Control,1,2,1,2,14/07/2017,0.7333,0.043915503,0.001110725960147,4
Control,1,2,1,2,14/07/2017,0.07397,0.033703412,6.59922402887004E-05,4
Control,1,2,1,2,14/07/2017,0.10656,0.05529989,0.000255936520422,4
Control,1,2,1,2,14/07/2017,0.56329,0.033474015,0.00049572083058,4
Control,1,2,1,2,14/07/2017,0.77362,0.030005353,0.000547034458681,4
Control,1,2,1,2,14/07/2017,1.94186,0.058304345,0.005184528569119,4
Control,1,2,1,2,14/07/2017,0.02161,0.023226337,9.15599881110125E-06,4
Control,1,2,1,2,14/07/2017,0.03047,0.017569078,7.3868607235373E-06,4
Control,1,2,1,2,14/07/2017,0.1342,0.029685949,9.28846404629686E-05,4
Control,1,2,1,2,14/07/2017,0.23974,0.032865665,0.000203383100573,4
Control,1,2,1,2,14/07/2017,0.89888,0.063162779,0.002816525523905,4
Control,1,2,1,2,14/07/2017,0.31798,0.024788251,0.000153455016296,4
Control,1,2,1,2,14/07/2017,0.23043,0.033013839,0.00019725162622,4
Control,1,2,1,2,14/07/2017,0.50481,0.024751928,0.000242904482973,4
Control,1,2,1,2,14/07/2017,0.83771,0.034071903,0.000763793565957,4
Control,1,2,1,3,14/07/2017,1.05627,0.077462254,0.004977883400004,4
Control,1,2,1,3,14/07/2017,0.10128,0.02788107,6.18346747567341E-05,4
Control,1,2,1,3,14/07/2017,0.89063,0.0463075,0.00149999394226,4
Control,1,2,1,3,14/07/2017,0.25634,0.034049488,0.0002334140887,4
Control,1,2,1,3,14/07/2017,0.54386,0.064495617,0.001776793826174,4
Control,1,2,1,3,14/07/2017,0.90141,0.05632266,0.002245836837463,4
Control,1,2,1,3,14/07/2017,0.52629,0.038281792,0.000605757989827,4
Control,1,2,1,4,14/07/2017,0.2124,0.045664861,0.000347863055245,4
Control,1,2,1,4,14/07/2017,0.53465,0.041677362,0.000729389538511,4
Control,1,2,1,4,14/07/2017,0.81753,0.078396886,0.003946306727421,4
Control,1,2,1,4,14/07/2017,0.54685,0.064602693,0.001792499219981,4
Control,1,2,1,4,14/07/2017,0.88041,0.031112493,0.000669335878417,4
Control,1,2,1,4,14/07/2017,1.6275,0.090747754,0.010526458483672,4
Control,1,2,1,4,14/07/2017,0.56134,0.040091253,0.000708622217003,4
Control,1,2,1,4,14/07/2017,1.25204,0.045102264,0.002000342691722,4
Control,1,2,1,5,14/07/2017,0.18931,0.019197351,5.47955992808472E-05,4
Control,1,2,1,5,14/07/2017,0.33465,0.052801873,0.000732789099246,4
Control,1,2,1,5,14/07/2017,0.97525,0.02511931,0.000483304551141,4
Control,1,2,1,5,14/07/2017,0.25519,0.036249653,0.000263366707082,4
Control,1,2,1,5,14/07/2017,0.67882,0.028578346,0.000435429976295,4
Control,1,2,1,5,14/07/2017,1.2826,0.024902202,0.000624678060852,4
Control,1,2,1,5,14/07/2017,1.13962,0.045530444,0.001855467483189,4
Control,1,2,1,5,14/07/2017,0.64205,0.038984675,0.000766383596976,4
Control,1,2,1,5,14/07/2017,0.94362,0.037846289,0.001061532400654,4
Control,1,2,1,6,14/07/2017,0.56539,0.032981984,0.000483049003766,4
Control,1,2,1,6,14/07/2017,0.32502,0.037803898,0.000364815066473,4
Control,1,2,1,6,14/07/2017,0.11067,0.017943396,2.79852188929906E-05,4
Control,1,2,1,6,14/07/2017,0.42297,0.022675439,0.000170808896684,4
Control,1,2,1,6,14/07/2017,0.36293,0.036977043,0.000389741578603,4
Control,1,2,1,6,14/07/2017,0.57928,0.024772804,0.00027920833714,4
Control,1,2,1,7,14/07/2017,0.39161,0.04095275,0.000515833363255,4
Control,1,2,1,7,14/07/2017,0.06743,0.022706868,2.73059408321357E-05,4
Control,1,2,1,7,14/07/2017,0.07888,0.02612469,4.2282310189345E-05,4
Control,1,2,1,7,14/07/2017,0.45102,0.029873039,0.000316114288719,4
Control,1,2,1,7,14/07/2017,0.3296,0.047755898,0.00059037879385,4
Control,1,2,1,7,14/07/2017,0.28279,0.031548274,0.000221057253849,4
Control,1,2,1,7,14/07/2017,0.46117,0.024564942,0.000218565720303,4
Control,1,2,1,7,14/07/2017,1.0292,0.043991409,0.001564317978028,4
Control,1,2,1,7,14/07/2017,0.72226,0.06688439,0.002537655238223,4
Control,1,2,1,7,14/07/2017,0.81297,0.036977043,0.000873028438422,4
Control,1,2,1,7,14/07/2017,0.20706,0.024772804,9.98012675877476E-05,4
Control,1,2,1,7,14/07/2017,0.22233,0.04095275,0.000292855728027,4
Control,1,2,1,7,14/07/2017,0.57425,0.022706868,0.000232543919959,4
Control,1,2,1,7,14/07/2017,0.12916,0.02612469,6.92340667349873E-05,4
Control,1,2,1,7,14/07/2017,0.95507,0.029873039,0.000669396642559,4
Control,1,2,1,7,14/07/2017,0.30992,0.047755898,0.000555128021208,4
Control,1,2,1,8,14/07/2017,1.1008,0.103753869,0.00930693191061,4
Control,1,2,1,8,14/07/2017,0.3574,0.036963509,0.000383522147184,4
Control,1,2,1,8,14/07/2017,0.32596,0.035607079,0.000324583560486,4
Control,1,2,1,8,14/07/2017,1.19263,0.053894564,0.002720728274343,4
Control,1,2,1,8,14/07/2017,0.43813,0.011881216,4.85751654957471E-05,4
Control,1,2,1,8,14/07/2017,0.18325,0.023897508,8.21937375212903E-05,4
Control,1,2,1,8,14/07/2017,0.90989,0.057480392,0.002361118853331,4
Control,1,2,1,8,14/07/2017,0.45527,0.046950232,0.000788195649155,4
Control,1,2,1,9,14/07/2017,1.43177,0.088065523,0.008721167147201,4
Control,1,2,1,9,14/07/2017,0.17906,0.018314816,4.71729693757842E-05,4
Control,1,2,1,9,14/07/2017,1.24539,0.066750634,0.004358185171698,4
Control,1,2,1,9,14/07/2017,0.29845,0.02510483,0.000147732370816,4
Control,1,2,1,10,14/07/2017,1.18005,0.061998568,0.003562486612,4
Control,1,2,1,10,14/07/2017,0.69525,0.040828846,0.000910258456209,4
Control,1,2,1,11,14/07/2017,0.68719,0.021777785,0.000255972763668,4
Control,1,2,1,12,14/07/2017,1.67251,0.051085033,0.003428037737256,4
Control,1,2,2,3,14/07/2017,0.72137,0.046780033,0.001239848552493,4
Control,1,2,2,3,14/07/2017,1.19921,0.063682202,0.003819626518892,4
Control,1,2,2,3,14/07/2017,0.98723,0.041980717,0.001366493474978,4
Control,1,2,2,4,14/07/2017,0.58452,0.024816026,0.000282717935701,4
Control,1,2,2,4,14/07/2017,0.01211,0.026857162,6.8604704062662E-06,4
Control,1,2,2,4,14/07/2017,0.05734,0.016601419,1.24118816177126E-05,4
Control,1,2,2,4,14/07/2017,0.17815,0.029412408,0.000121042115302,4
Control,1,2,2,4,14/07/2017,0.10868,0.028684525,7.02319083821565E-05,4
Control,1,2,2,4,14/07/2017,0.52244,0.033445569,0.000458989883107,4
Control,1,2,2,4,14/07/2017,1.28382,0.016120509,0.000262030081777,4
Control,1,2,2,4,14/07/2017,1.4896,0.056774426,0.003771070767481,4
Control,1,2,2,5,14/07/2017,1.09713,0.071381153,0.004390507491877,4
Control,1,2,2,5,14/07/2017,0.21144,0.043734389,0.000317630934014,4
Control,1,2,2,6,14/07/2017,1.2004,0.039199538,0.001448696458117,4
Control,1,2,2,6,14/07/2017,0.41552,0.013941187,6.34279904462249E-05,4
Control,1,2,2,6,14/07/2017,0.0965,0.017330122,2.2762505722733E-05,4
Control,1,2,2,6,14/07/2017,0.34022,0.007139967,1.36220278492486E-05,4
Control,1,2,2,6,14/07/2017,1.3742,0.052101011,0.002929758076348,4
Control,1,2,2,6,14/07/2017,0.94674,0.036372078,0.00098368595048,4
Control,1,2,2,7,14/07/2017,0.54709,0.036314123,0.00056662980073,4
Control,1,2,2,7,14/07/2017,1.17704,0.017890034,0.000295871455641,4
Control,1,2,2,7,14/07/2017,0.6445,0.065816516,0.002192715136386,4
Control,1,2,2,7,14/07/2017,1.08097,0.160414828,0.021847018461374,4
Control,1,2,2,7,14/07/2017,0.97128,0.050947886,0.001980096232178,4
Control,1,2,2,7,14/07/2017,0.88921,0.039199538,0.001073138435123,4
Control,1,2,2,7,14/07/2017,0.14075,0.013941187,2.14851021739174E-05,4
Control,1,2,2,7,14/07/2017,0.66694,0.017330122,0.000157318399655,4
Control,1,2,2,7,14/07/2017,0.3511,0.008850611,2.16006515076624E-05,4
Control,1,2,2,7,14/07/2017,0.37866,0.029854655,0.000265071514089,4
Control,1,2,2,7,14/07/2017,0.65061,0.041465754,0.000878596325164,4
Control,1,2,2,7,14/07/2017,0.95902,0.028795281,0.000624539369933,4
Control,1,2,2,7,14/07/2017,0.73938,0.159356228,0.01474671530845,4
Control,1,2,2,7,14/07/2017,0.24068,0.048670141,0.000447769724852,4
Control,1,2,2,7,14/07/2017,0.77402,0.050424067,0.001545672355184,4
Control,1,2,2,7,14/07/2017,0.60538,0.058329657,0.001617694201534,4
Control,1,2,2,7,14/07/2017,1.56888,0.142204723,0.024917661551044,4
Control,1,2,2,8,14/07/2017,0.77248,0.03357796,0.000684046103594,4
Control,1,2,2,8,14/07/2017,0.44226,0.04496739,0.000702364476318,4
Control,1,2,2,8,14/07/2017,0.11502,0.030343519,8.31753751906936E-05,4
Control,1,2,2,8,14/07/2017,0.45346,0.03508835,0.000438484646262,4
Control,1,2,2,8,14/07/2017,0.69686,0.040226771,0.000885656669544,4
Control,1,2,2,8,14/07/2017,1.12068,0.033109191,0.000964868824658,4
Control,1,2,2,8,14/07/2017,0.956,0.041604369,0.001299646632982,4
Control,1,2,2,8,14/07/2017,1.33075,0.035796221,0.001339245977872,4
Control,1,2,2,8,14/07/2017,1.27049,0.0364784,0.001327798972019,4
Control,1,2,2,8,14/07/2017,1.23374,0.052189929,0.002639286717605,4
Control,1,2,2,8,14/07/2017,0.19096,0.074954415,0.00084260951391,4
Control,1,2,2,8,14/07/2017,0.24875,0.047797543,0.000446337882879,4
Control,1,2,2,8,14/07/2017,0.28948,0.0340506,0.000263607411383,4
Control,1,2,2,8,14/07/2017,0.18487,0.020715689,6.23095651828911E-05,4
Control,1,2,2,8,14/07/2017,0.05977,0.081891337,0.000314810126408,4
Control,1,2,2,8,14/07/2017,0.67204,0.041863379,0.000925024417137,4
Control,1,2,2,9,14/07/2017,0.97287,0.046519261,0.001653521856585,4
Control,1,2,2,9,14/07/2017,0.62414,0.037617474,0.000693666610135,4
Control,1,2,2,9,14/07/2017,0.1119,0.047854965,0.000201267479049,4
Control,1,2,2,9,14/07/2017,0.23536,0.023825399,0.000104930691469,4
Control,1,2,2,9,14/07/2017,0.42524,0.048370267,0.000781412930263,4
Control,1,2,2,9,14/07/2017,0.21413,0.040032497,0.000269520864555,4
Control,1,2,2,9,14/07/2017,1.51873,0.11121573,0.014753753392059,4
Control,1,2,2,9,14/07/2017,0.2264,0.040221041,0.00028765541288,4
Control,1,2,2,9,14/07/2017,0.24963,0.03425562,0.00023006468312,4
Control,1,2,2,9,14/07/2017,1.15189,0.026338465,0.000627597845624,4
Control,1,2,2,9,14/07/2017,0.82525,0.057987442,0.002179430126048,4
Control,1,2,2,9,14/07/2017,1.19561,0.042558934,0.001700828545321,4
Control,1,2,2,9,14/07/2017,1.00178,0.107027272,0.009012614253364,4
Control,1,2,2,10,14/07/2017,0.45779,0.117125447,0.004932400565945,4
Control,1,2,2,10,14/07/2017,0.15255,0.025691121,7.90802139587244E-05,4
Control,1,2,2,10,14/07/2017,0.56787,0.041801916,0.000779346908353,4
Control,1,2,2,10,14/07/2017,0.64944,0.020510021,0.000214565927643,4
Control,1,2,2,10,14/07/2017,0.08554,0.05318376,0.000190027666944,4
Control,1,2,2,10,14/07/2017,0.64439,0.088881747,0.003998190391697,4
Control,1,2,2,10,14/07/2017,1.13434,0.113428856,0.011462513634775,4
Control,1,2,2,10,14/07/2017,1.15082,0.182967018,0.030258161417755,4
Control,1,2,2,11,14/07/2017,0.88009,0.125701073,0.010921808832326,4
Control,1,2,2,11,14/07/2017,0.89877,0.073752796,0.003839680257088,4
Control,1,2,2,13,14/07/2017,0.45597,0.03573576,0.000457332251999,4
Control,1,2,2,13,14/07/2017,0.2963,0.017346997,7.00276855238213E-05,4
Control,1,2,3,1,14/07/2017,0.99317,0.054043797,0.002278268026205,4
Control,1,2,3,1,14/07/2017,0.04753,0.029411004,3.22906679902E-05,4
Control,1,2,3,1,14/07/2017,0.37693,0.046129055,0.000629940215247,4
Control,1,2,3,2,14/07/2017,0.17366,0.031670398,0.000136803230661,4
Control,1,2,3,2,14/07/2017,0.15349,0.05312458,0.000340220610658,4
Control,1,2,3,2,14/07/2017,0.09521,0.049590044,0.000183891250857,4
Control,1,2,3,2,14/07/2017,0.13001,0.061716428,0.000388926770306,4
Control,1,2,3,2,14/07/2017,0.82898,0.05146277,0.001724328016156,4
Control,1,2,3,2,14/07/2017,0.85758,0.069189421,0.003224360195839,4
Control,1,2,3,2,14/07/2017,0.21586,0.035271911,0.000210920924976,4
Control,1,2,3,2,14/07/2017,1.11226,0.017370499,0.000263584836569,4
Control,1,2,3,2,14/07/2017,0.46262,0.031583446,0.000362437348989,4
Control,1,2,3,2,14/07/2017,0.98149,0.131082547,0.013245401774653,4
Control,1,2,3,3,14/07/2017,0.69078,0.056109036,0.001708027599457,4
Control,1,2,3,3,14/07/2017,0.95566,0.080896058,0.004911878796039,4
Control,1,2,3,3,14/07/2017,0.30467,0.069061903,0.001141290729064,4
Control,1,2,3,4,14/07/2017,0.93934,0.079611581,0.004675895838226,4
Control,1,2,3,4,14/07/2017,0.50124,0.038302169,0.000577539871894,4
Control,1,2,3,4,14/07/2017,1.51052,0.075214673,0.006711523851035,4
Control,1,2,3,4,14/07/2017,1.15955,0.076948669,0.005392389061236,4
Control,1,2,3,4,14/07/2017,1.21899,0.078754308,0.005937974072993,4
Control,1,2,3,4,14/07/2017,0.56569,0.008397805,3.13328275176634E-05,4
Control,1,2,3,4,14/07/2017,1.18688,0.072689027,0.004925315295648,4
Control,1,2,3,5,14/07/2017,0.94718,0.05711884,0.002427061558729,4
Control,1,2,3,5,14/07/2017,0.60166,0.029483103,0.000410758948302,4
Control,1,2,3,5,14/07/2017,0.27904,0.031368412,0.000215645820167,4
Control,1,2,3,5,14/07/2017,0.70116,0.035685656,0.000701284138562,4
Control,1,2,3,5,14/07/2017,0.5793,0.04257107,0.000824559833149,4
Control,1,2,3,5,14/07/2017,0.43571,0.017490469,0.000104686324521,4
Control,1,2,3,5,14/07/2017,0.43224,0.03322623,0.000374780169375,4
Control,1,2,3,5,14/07/2017,0.2347,0.037280008,0.000256185531077,4
Control,1,2,3,5,14/07/2017,0.04047,0.04777844,7.25582250303248E-05,4
Control,1,2,3,5,14/07/2017,1.24028,0.050930211,0.002526737965995,4
Control,1,2,3,5,14/07/2017,1.4413,0.090624914,0.009296920475049,4
Control,1,2,3,5,14/07/2017,0.19926,0.033936868,0.000180240821839,4
Control,1,2,3,5,14/07/2017,0.25948,0.042295556,0.000364571638886,4
Control,1,2,3,5,14/07/2017,0.20022,0.028308296,0.000126015633696,4
Control,1,2,3,5,14/07/2017,0.99896,0.049171923,0.001897020390392,4
Control,1,2,3,5,14/07/2017,0.41864,0.028190538,0.000261298528904,4
Control,1,2,3,6,14/07/2017,0.13173,0.020255041,4.24463606312271E-05,4
Control,1,2,3,6,14/07/2017,0.29119,0.025047957,0.000143486350297,4
Control,1,2,3,6,14/07/2017,0.30434,0.030744572,0.000225936009476,4
Control,1,2,3,6,14/07/2017,0.03268,0.020348513,1.06276420455163E-05,4
Control,1,2,3,6,14/07/2017,0.08695,0.03008981,6.18298213595799E-05,4
Control,1,2,3,6,14/07/2017,0.05903,0.033028228,5.05746453092551E-05,4
Control,1,2,3,6,14/07/2017,0.15411,0.030995161,0.000116280831358,4
Control,1,2,3,6,14/07/2017,1.1349,0.030068262,0.000805867724174,4
Control,1,2,3,6,14/07/2017,0.87413,0.033395817,0.000765684199342,4
Control,1,2,3,6,14/07/2017,1.22606,0.048706948,0.002284457448507,4
Control,1,2,3,6,14/07/2017,1.50042,0.085058968,0.008525945995931,4
Control,1,2,3,6,14/07/2017,1.14494,0.059225626,0.00315421695891,4
Control,1,2,3,6,14/07/2017,0.0266,0.02128503,9.46497964699986E-06,4
Control,1,2,3,6,14/07/2017,0.05499,0.022225191,2.13336044281526E-05,4
Control,1,2,3,6,14/07/2017,0.08141,0.037108219,8.80455663238342E-05,4
Control,1,2,3,6,14/07/2017,0.1699,0.033902635,0.00015337331391,4
Control,1,2,3,6,14/07/2017,0.29037,0.039430555,0.000354574124366,4
Control,1,2,3,6,14/07/2017,0.07687,0.02682569,4.34458400203638E-05,4
Control,1,2,3,6,14/07/2017,0.85742,0.034337658,0.0007940072458,4
Control,1,2,3,6,14/07/2017,0.05674,0.025034504,2.79290927688011E-05,4
Control,1,2,3,6,14/07/2017,0.05686,0.027924121,3.48221347941094E-05,4
Control,1,2,3,6,14/07/2017,0.09077,0.029867912,6.35977243703691E-05,4
Control,1,2,3,6,14/07/2017,0.89324,0.044918636,0.001415503010672,4
Control,1,2,3,6,14/07/2017,1.02793,0.034866087,0.000981430328584,4
Control,1,2,3,6,14/07/2017,1.33931,0.033611284,0.001188340320399,4
Control,1,2,3,6,14/07/2017,0.48406,0.044199274,0.000742709506325,4
Control,1,2,3,6,14/07/2017,1.5018,0.03288945,0.001275894709016,4
Control,1,2,3,6,14/07/2017,0.63075,0.042969718,0.000914685471054,4
Control,1,2,3,6,14/07/2017,0.70336,0.046580578,0.0011986073248,4
Control,1,2,3,6,14/07/2017,0.07604,0.036651871,8.02276223351056E-05,4
Control,1,2,3,6,14/07/2017,0.27147,0.026841022,0.000153606450437,4
Control,1,2,3,6,14/07/2017,0.24733,0.031654027,0.000194636483217,4
Control,1,2,3,6,14/07/2017,0.23317,0.026214256,0.000125845375174,4
Control,1,2,3,6,14/07/2017,0.49609,0.032016937,0.00039940136996,4
Control,1,2,3,6,14/07/2017,0.77007,0.032028936,0.000620447076504,4
Control,1,2,3,6,14/07/2017,1.11117,0.026677485,0.000621097513883,4
Control,1,2,3,6,14/07/2017,0.80323,0.014847402,0.000139069012235,4
Control,1,2,3,6,14/07/2017,0.58556,0.035195056,0.000569671165528,4
Control,1,2,3,6,14/07/2017,0.57148,0.038954708,0.000681099336395,4
Control,1,2,3,6,14/07/2017,0.95589,0.030562943,0.000701274061668,4
Control,1,2,3,6,14/07/2017,0.89721,0.028136187,0.000557845717565,4
Control,1,2,3,6,14/07/2017,0.44371,0.033956947,0.000401833374743,4
Control,1,2,3,6,14/07/2017,0.53036,0.048005993,0.000959955699355,4
Control,1,2,3,6,14/07/2017,2.61123,0.070233369,0.010116298698667,4
Control,1,2,3,7,14/07/2017,0.93822,0.025666692,0.000485438256498,4
Control,1,2,3,7,14/07/2017,0.51293,0.040929288,0.000674863585101,4
Control,1,2,3,7,14/07/2017,1.12136,0.07962409,0.005583718799671,4
Control,1,2,3,7,14/07/2017,0.37462,0.03917299,0.000451496010781,4
Control,1,2,3,7,14/07/2017,0.13303,0.028549412,8.51595664209182E-05,4
Control,1,2,3,7,14/07/2017,0.26211,0.016732141,5.76336515313955E-05,4
Control,1,2,3,7,14/07/2017,0.66233,0.020322813,0.000214848132609,4
Control,1,2,3,7,14/07/2017,0.18539,0.040001646,0.00023298692168,4
Control,1,2,3,7,14/07/2017,0.29264,0.028251554,0.000183445847616,4
Control,1,2,3,7,14/07/2017,0.07386,0.031611881,5.79694920134738E-05,4
Control,1,2,3,7,14/07/2017,0.54189,0.018425833,0.000144495696431,4
Control,1,2,3,7,14/07/2017,0.09759,0.057747081,0.000255596501645,4
Control,1,2,3,7,14/07/2017,0.61474,0.060375592,0.001759964029233,4
Control,1,2,3,7,14/07/2017,0.14886,0.011727328,1.60792457647885E-05,4
Control,1,2,3,7,14/07/2017,0.16272,0.029279717,0.00010956307172,4
Control,1,2,3,7,14/07/2017,0.19152,0.043720356,0.000287521964303,4
Control,1,2,3,7,14/07/2017,0.18831,0.021849326,7.0605573832276E-05,4
Control,1,2,3,7,14/07/2017,0.27464,0.0233884,0.000117992480297,4
Control,1,2,3,7,14/07/2017,0.33112,0.032264632,0.000270724998527,4
Control,1,2,3,7,14/07/2017,0.77509,0.042025471,0.001075144474504,4
Control,1,2,3,7,14/07/2017,1.90407,0.043414172,0.002818613125884,4
Control,1,2,3,7,14/07/2017,2.58898,0.057139403,0.006638800332068,4
Control,1,2,3,7,14/07/2017,0.12339,0.0305354,9.03601005721499E-05,4
Control,1,2,3,7,14/07/2017,0.05073,0.024781203,2.44680380663081E-05,4
Control,1,2,3,7,14/07/2017,0.3919,0.029658447,0.000270745714312,4
Control,1,2,3,7,14/07/2017,0.95275,0.059652205,0.002662695322324,4
Control,1,2,3,7,14/07/2017,0.98504,0.058154077,0.002616397438688,4
Control,1,2,3,7,14/07/2017,1.02646,0.062193051,0.003118281151179,4
Control,1,2,3,7,14/07/2017,1.03806,0.037182203,0.00112715127408,4
Control,1,2,3,7,14/07/2017,0.40484,0.021816232,0.00015133257346,4
Control,1,2,3,7,14/07/2017,0.21766,0.012536338,2.68664030141825E-05,4
Control,1,2,3,7,14/07/2017,0.27521,0.03746952,0.000303465960785,4
Control,1,2,3,7,14/07/2017,1.19342,0.033400652,0.001045665345832,4
Control,1,2,3,7,14/07/2017,0.9369,0.049497848,0.001802832542615,4
Control,1,2,3,7,14/07/2017,0.25826,0.04447756,0.000401262495401,4
Control,1,2,3,7,14/07/2017,3.27839,0.094186348,0.022841574993442,4
Control,1,2,3,8,14/07/2017,0.44526,0.039981487,0.000559011936506,4
Control,1,2,3,8,14/07/2017,0.20758,0.01772206,5.12039455758078E-05,4
Control,1,2,3,8,14/07/2017,0.1926,0.047067567,0.00033511147265,4
Control,1,2,3,8,14/07/2017,0.4601,0.023273142,0.00019572747185,4
Control,1,2,3,8,14/07/2017,0.47721,0.03510926,0.000462000453806,4
Control,1,2,3,8,14/07/2017,0.9328,0.029843154,0.000652480432526,4
Control,1,2,3,8,14/07/2017,0.13855,0.032343114,0.000113830778934,4
Control,1,2,3,8,14/07/2017,0.03763,0.042426137,5.31974374887207E-05,4
Control,1,2,3,8,14/07/2017,0.26271,0.032250658,0.000214606701066,4
Control,1,2,3,8,14/07/2017,0.10292,0.041171879,0.000137022115257,4
Control,1,2,3,8,14/07/2017,0.42393,0.030247658,0.000304626144291,4
Control,1,2,3,8,14/07/2017,0.13512,0.040388897,0.000173114376955,4
Control,1,2,3,8,14/07/2017,0.17668,0.037640539,0.000196602290221,4
Control,1,2,3,8,14/07/2017,0.14845,0.027989942,9.13426723962383E-05,4
Control,1,2,3,8,14/07/2017,0.207,0.035213061,0.000201589272744,4
Control,1,2,3,8,14/07/2017,0.552,0.040237942,0.000701940196373,4
Control,1,2,3,8,14/07/2017,0.4901,0.037030574,0.000527831257469,4
Control,1,2,3,8,14/07/2017,0.52871,0.037231486,0.000575609270528,4
Control,1,2,3,8,14/07/2017,0.21909,0.044993404,0.000348345153233,4
Control,1,2,3,8,14/07/2017,0.36519,0.088366848,0.002239685919555,4
Control,1,2,3,8,14/07/2017,0.17777,0.031241284,0.000136271719713,4
Control,1,2,3,8,14/07/2017,0.38976,0.021513049,0.00014167418206,4
Control,1,2,3,8,14/07/2017,0.38498,0.032491485,0.00031920288252,4
Control,1,2,3,8,14/07/2017,0.13345,0.02965166,9.21522866006415E-05,4
Control,1,2,3,8,14/07/2017,0.40043,0.029203682,0.000268220114246,4
Control,1,2,3,8,14/07/2017,0.13304,0.030470867,9.70155553023252E-05,4
Control,1,2,3,8,14/07/2017,0.15182,0.036927964,0.000162603252779,4
Control,1,2,3,8,14/07/2017,0.39561,0.045345203,0.000638880269999,4
Control,1,2,3,8,14/07/2017,0.2159,0.034228225,0.000198660220516,4
Control,1,2,3,8,14/07/2017,0.18332,0.036379051,0.00019054699074,4
Control,1,2,3,8,14/07/2017,0.10641,0.031871388,8.48933970778324E-05,4
Control,1,2,3,8,14/07/2017,0.18545,0.02748409,0.000110021883687,4
Control,1,2,3,8,14/07/2017,0.25303,0.028643405,0.000163046251035,4
Control,1,2,3,8,14/07/2017,0.12516,0.026106012,6.69940349711175E-05,4
Control,1,2,3,8,14/07/2017,0.68335,0.030421245,0.000496691446111,4
Control,1,2,3,8,14/07/2017,3.4381,0.059172256,0.009454624256038,4
Control,1,2,3,8,14/07/2017,1.21812,0.044798757,0.00192004548274,4
Control,1,2,3,8,14/07/2017,4.1241,0.057041319,0.010538961566644,4
Control,1,2,3,8,14/07/2017,1.31646,0.061627668,0.003926889230607,4
Control,1,2,3,8,14/07/2017,1.55377,0.041706982,0.002122725199448,4
Control,1,2,3,9,14/07/2017,0.05638,0.033457052,4.95666911984559E-05,4
Control,1,2,3,9,14/07/2017,1.32757,0.069708675,0.005066646447377,4
